#GENE	1_S31	3_S32	4_S33	6_S34
2610021A01Rik	735	579	623	662
2610024D14Rik	2	0	0	1
2610027F03Rik	0	0	0	0
2610027K06Rik	15	12	29	12
2610028D06Rik	9	4	7	15
2610028E06Rik	135	79	79	74
2610028H24Rik	2	1	0	0
2610034O05Rik	0	0	0	0
2610035D17Rik	50	55	59	61
2610035F20Rik	2	0	2	0
2610037D02Rik	69	59	79	65
2610042L04Rik	1	1	0	1
2610044O15Rik8	416	422	441	479
2610105M22Rik	0	0	0	0
2610203C22Rik	34	18	21	22
2610204G07Rik	3	5	1	0
2610206C17Rik	12	18	18	11
2610300A13Rik	0	0	0	0
2610300M13Rik	2	1	4	0
2610301B20Rik	1007	818	733	878
2610303G11Rik	0	0	0	0
2610306M01Rik	166	136	125	129
2610306O10Rik	14	22	19	3
2610307P16Rik	141	153	140	161
2610316D01Rik	36	29	52	35
2610318M16Rik	2	0	0	0
2610318N02Rik	55	27	26	30
2610507B11Rik	9448	8323	7014	8550
2610507I01Rik	213	177	15	18
2610509F24Rik	0	0	0	1
2610528A11Rik	5	6	3	2
2610528J11Rik	2	2	4	5
2700029L08Rik	3	1	4	1
2700033N17Rik	1	3	3	2
2700038G22Rik	166	140	148	160
2700046A07Rik	307	270	272	301
2700046G09Rik	96	86	86	79
2700049A03Rik	1942	1704	1581	1479
2700054A10Rik	245	185	224	220
2700062C07Rik	724	543	569	671
2700068H02Rik	3	2	0	2
2700069I18Rik	5	1	5	2
2700078F05Rik	8	3	7	6
2700080J24Rik	0	0	0	0
2700081O15Rik	2583	2569	2124	2546
2700089I24Rik	0	0	1	0
2700097O09Rik	484	375	376	438
2700099C18Rik	350	282	302	360
2810001G20Rik	194	172	171	161
2810002D19Rik	104	129	171	196
2810004N23Rik	1876	1572	1476	1523
2810006K23Rik	534	510	486	589
2810013P06Rik	288	263	236	191
2810021J22Rik	430	341	353	375
2810025M15Rik	855	654	619	726
2810029C07Rik	24	21	29	28
2810030D12Rik	9	10	22	24
2810032G03Rik	18	6	24	12
2810039B14Rik	545	618	814	654
2810047C21Rik1	0	0	0	0
2810049E08Rik	0	0	0	0
2810402E24Rik	150	116	142	121
2810403D21Rik	112	108	104	85
2810403G07Rik	1	0	0	0
2810404F17Rik	1	3	2	0
2810404M03Rik	0	0	0	2
2810405F15Rik	0	0	0	0
2810405F17Rik	27	22	24	20
2810407A14Rik	0	0	0	0
2810408A11Rik	232	164	191	164
2810408I11Rik	112	71	93	99
2810410L24Rik	263	177	193	181
2810414N06Rik	82	82	58	63
2810428J06Rik	9	5	8	6
2810429I04Rik	92	70	86	93
2810430I11Rik	25	25	22	18
2810432F15Rik	1	0	1	0
2810433D01Rik	18	24	9	15
2810442N19Rik	5	1	1	4
2810454H06Rik	31	23	11	20
2810455O05Rik	55	59	86	71
2810457G06Rik	2	1	2	4
2810459M11Rik	4	1	1	1
2810471M01Rik	0	0	0	0
2900002M20Rik	0	0	0	0
2900005J15Rik	121	63	59	71
2900009J06Rik	22	24	25	26
2900018N21Rik	3	0	5	5
2900022M07Rik	0	0	0	0
2900024D18Rik	0	0	0	0
2900026A02Rik	1465	1222	1205	1362
2900027M19Rik	0	0	0	0
2900035J10Rik	2	0	0	0
2900037B21Rik	0	0	0	0
2900040C04Rik	0	0	0	0
2900041M22Rik	9	16	11	5
2900042G08Rik	0	0	0	0
2900042K21Rik	0	2	6	3
2900045O20Rik	2	0	0	0
2900052L18Rik	65	42	29	58
2900052N01Rik	0	0	0	0
2900057B20Rik	3	0	1	1
2900060B14Rik	5	5	4	1
2900060N12Rik	50	38	49	45
2900064F13Rik	0	0	0	0
2900064K03Rik	2	1	0	0
2900069G24Rik	0	1	0	0
2900072N19Rik	6	4	7	1
2900076A07Rik	161	112	133	144
2900076G11Rik	1	1	0	0
2900078I11Rik	4	2	4	7
2900079G21Rik	0	0	0	0
2900089D17Rik	37	40	29	42
2900092C05Rik	12	3	4	6
2900092N22Rik	0	0	0	0
2900092O11Rik	0	0	0	1
2900093K20Rik	30	26	28	28
2900097C17Rik	2878	2612	2551	2661
3000002C10Rik	115	100	99	80
3010001F23Rik	27	25	18	29
3010003L21Rik	85	36	45	56
3100003L05Rik	1	0	0	0
3110001I22Rik	292	233	211	206
3110004A20Rik	0	0	0	0
3110006O06Rik	3	2	2	1
3110009E18Rik	199	156	141	173
3110009F21Rik	1	0	2	0
3110009M11Rik	0	0	0	0
3110015C05Rik	0	1	2	1
3110018I06Rik	0	0	0	0
3110021N24Rik	9	6	5	7
3110031N09Rik	0	0	0	0
3110039M20Rik	0	1	0	0
3110040M04Rik	0	0	0	0
3110040N11Rik	448	393	340	358
3110043J17Rik	1	0	0	0
3110045C21Rik	15	24	10	7
3110053B16Rik	9	26	3	28
3110056K07Rik	102	140	154	145
3110062G12Rik	3	3	1	5
3110067C02Rik	13	4	5	13
3110070M22Rik	15	19	23	16
3110080E11Rik	5	1	3	3
3110080O07Rik	1	0	0	0
3110082I17Rik	688	516	448	562
3110082J24Rik	0	0	0	0
3110083C13Rik	41	32	54	30
3110099E03Rik	5	1	0	2
3200001D21Rik	0	0	2	0
3222401L13Rik	27	16	20	22
3300002A11Rik	1	0	1	0
3300002I08Rik	45	42	43	46
3300002P13Rik	1	0	1	0
3300005D01Rik	4	7	2	1
3425401B19Rik	0	2	1	0
3632454L22Rik	8	5	10	14
3732407C23Rik	2	3	4	3
3830403N18Rik	32	12	8	9
3830406C13Rik	633	567	562	562
3830408C21Rik	127	76	81	80
3830417A13Rik	0	0	0	0
3830422I06Rik	0	0	0	1
3830432H09Rik	7	5	7	8
3930402G23Rik	23	21	5	5
4430402I18Rik	32	28	40	25
4631405J19Rik	4	3	5	12
4631422I05Rik	0	0	1	0
4632404H12Rik	156	158	144	172
4632404M16Rik	1	5	4	5
4632411P08Rik	9	3	5	2
4632415L05Rik	573	605	587	692
4632418H02Rik	3	2	4	4
4632427E13Rik	89	28	56	62
4632428C04Rik	14	6	8	15
4632432E15Rik	0	0	0	0
4632433K11Rik	0	0	0	0
4633401B06Rik	7	1	3	8
4731419I09Rik	14	9	5	4
4732414G09Rik	1	0	1	0
4732416N19Rik	57	38	49	48
4732419C18Rik	14	5	10	3
4732440D04Rik	45	35	56	50
4732463B04Rik	5	7	8	6
4732465J04Rik	4	1	7	8
4732471J01Rik	24	16	21	25
4732487G21Rik	59	46	29	34
4732490B19Rik	5	4	5	8
4732491K20Rik	136	99	105	103
4732496C06Rik	34	18	37	34
4831440D22Rik	2	0	0	0
4833403J16Rik	13	9	11	14
4833404L02Rik	0	0	0	0
4833405L11Rik	0	0	2	2
4833407H14Rik	0	0	0	0
4833408A19Rik	22	19	14	17
4833411C07Rik	15	15	5	8
4833412C05Rik	3	3	1	5
4833412C15Rik	0	0	3	1
4833412K13Rik	2	3	5	1
4833413E03Rik	20	24	35	19
4833413G10Rik	68	63	67	69
4833415N18Rik	2	2	2	5
4833417C18Rik	11	11	11	10
4833418N02Rik	44	42	39	31
4833418N17Rik	7	4	4	5
4833419F23Rik	11	6	8	8
4833419O12Rik	32	27	15	17
4833420G17Rik	1536	1468	1368	1374
4833421G17Rik	0	0	1	0
4833421K07Rik	0	0	0	0
4833422C13Rik	30	60	50	42
4833422M21Rik	4	6	4	7
4833427F10Rik	2	0	1	0
4833427G06Rik	12	10	9	12
4833428L15Rik	0	0	1	0
4833438C02Rik	180	182	114	106
4833439L19Rik	3284	2877	2468	3088
4833445I07Rik	17	10	10	7
4921501I09Rik	1	1	0	0
4921504A21Rik	72	56	60	52
4921504E06Rik	0	2	0	0
4921507G05Rik	1	1	2	2
4921507P07Rik	24	28	26	15
4921508D12Rik	0	0	0	0
4921508M14Rik	0	0	0	0
4921509A06Rik	0	0	0	0
4921509C19Rik	0	0	0	0
4921509O07Rik	240	195	232	212
4921511C10Rik	1	1	2	1
4921511C20Rik	0	0	0	0
4921511E07Rik	0	0	0	0
4921511I17Rik	0	0	0	0
4921513H07Rik	0	0	0	0
4921513I03Rik	1	1	1	2
4921513I08Rik	0	0	1	0
4921514A10Rik	8	8	11	24
4921515E04Rik	0	0	0	3
4921515L22Rik	15	16	15	24
4921516A02Rik	1	0	0	0
4921517D16Rik	2	0	3	0
4921517D22Rik	1	0	0	1
4921518K17Rik	0	0	0	0
4921520N01Rik	0	0	0	0
4921521D15Rik	0	0	0	0
4921522A10Rik	0	0	0	0
4921522P10Rik	0	1	1	6
4921523L03Rik	1	0	1	2
4921524J17Rik	656	493	531	514
4921524L21Rik	0	0	0	0
4921525O09Rik	0	2	3	3
4921527H02Rik	0	0	0	0
4921528I07Rik	0	0	0	0
4921529L05Rik	6	2	9	3
4921531C22Rik	62	63	52	64
4921531P14Rik	5	2	13	5
4921533I20Rik	0	0	0	0
4921534A09Rik	6	4	3	4
4921534H16Rik	3	0	3	7
4921536K21Rik	70	35	36	54
4921539E11Rik	1	0	0	0
4921539H07Rik	1	1	3	1
4922502N22Rik	0	0	0	0
4930401A07Rik	0	0	0	0
4930401C15Rik	0	0	0	0
4930401G09Rik	1	4	1	3
4930401O10Rik	0	0	0	0
4930401O12Rik	1	1	1	0
4930402C01Rik	0	0	0	0
4930402D18Rik	2	0	0	0
4930402F06Rik	0	0	0	0
4930402F11Rik	0	0	0	0
4930402H05Rik	0	0	0	0
4930402H24Rik	2729	2728	2398	2429
4930402K13Rik	0	0	0	0
4930403D09Rik	0	0	1	0
4930403O18Rik	0	0	0	0
4930403P22Rik	3	4	4	4
4930404A05Rik	0	0	0	0
4930404A12Rik	0	0	0	0
4930404H11Rik	0	0	0	0
4930404H24Rik	0	0	1	0
4930404I05Rik	30	38	33	30
4930404I20Rik	0	0	0	0
4930404K13Rik	0	0	0	0
4930404N11Rik	4	9	5	9
4930404O17Rik	0	0	0	0
4930405A10Rik	0	0	0	0
4930405A21Rik	29	28	33	30
4930405D01Rik	0	1	0	0
4930405D11Rik	0	0	2	2
4930405G09Rik	0	0	0	0
4930405H06Rik	0	0	0	0
4930405J17Rik	3	0	3	3
4930405L22Rik	0	0	0	1
4930405N21Rik	2	0	1	0
4930405O22Rik	3	0	3	3
4930406D18Rik	1	1	0	0
4930407G08Rik	0	0	0	0
4930407I10Rik	0	0	0	0
4930407I19Rik	0	0	0	0
4930408K08Rik	0	0	0	0
4930408O17Rik	0	0	0	0
4930412B13Rik	0	1	1	1
4930412C18Rik	16	13	17	8
4930412E21Rik	0	0	0	0
4930412F09Rik	0	0	0	0
4930412F12Rik	9	5	13	6
4930412L05Rik	6	2	3	2
4930412M03Rik	9	4	4	7
4930412O13Rik	0	0	0	0
4930413E15Rik	1	0	0	0
4930413F20Rik	0	0	0	0
4930413G21Rik	24	29	21	28
4930414F18Rik	0	1	0	0
4930414N06Rik	10	2	7	10
4930415C11Rik	0	0	0	0
4930415H17Rik	0	0	0	0
4930415L06Rik	0	0	0	0
4930415O11Rik	0	0	0	0
4930415O20Rik	19	12	7	17
4930415P13Rik	0	0	0	0
4930417H01Rik	2	4	3	4
4930417O13Rik	0	0	1	1
4930417O22Rik	1	3	2	0
4930419G24Rik	1	0	1	1
4930420G21Rik	0	0	0	0
4930420N18Rik	0	0	0	0
4930421C12Rik	1	0	1	1
4930421P07Rik	0	0	0	0
4930422C21Rik	1	1	1	1
4930422I22Rik	2	0	0	0
4930422M22Rik	38	28	43	31
4930423C22Rik	0	0	0	0
4930423D22Rik	3	3	2	0
4930423D24Rik	0	0	0	0
4930423M02Rik	2	2	4	2
4930425K10Rik	0	0	0	0
4930425K24Rik	0	0	0	0
4930425L21Rik	4	4	2	0
4930425O10Rik	0	1	0	0
4930425P05Rik	0	2	0	2
4930426D05Rik	45	20	50	62
4930426I24Rik	8	5	11	3
4930426L09Rik	14	31	13	16
4930428D20Rik	0	0	0	0
4930428E07Rik	0	0	0	0
4930428N03Rik	1	0	0	2
4930428O21Rik	1	0	0	0
4930429C20Rik	0	0	0	0
4930429D17Rik	19	12	16	22
4930429F24Rik	8	20	17	19
4930429H19Rik	2	2	0	3
4930429P21Rik	0	2	0	0
4930430E12Rik	0	3	1	0
4930430F08Rik	256	239	208	244
4930430F21Rik	0	0	0	0
4930430O22Rik	0	0	3	0
4930431F10Rik	0	0	0	0
4930431F12Rik	0	0	0	0
4930431L21Rik	0	1	2	1
4930431P03Rik	0	0	0	0
4930431P19Rik	21	15	16	17
4930431P22Rik	5	0	0	3
4930432B10Rik	6	1	1	1
4930432E11Rik	0	0	1	0
4930432H08Rik	0	0	0	0
4930432J09Rik	1	0	0	1
4930432K21Rik	498	340	418	383
4930432L08Rik	0	1	0	0
4930432M17Rik	0	0	0	0
4930432O09Rik	0	0	0	0
4930433B08Rik	0	0	0	0
4930433E05Rik	0	0	0	0
4930433I11Rik	0	0	0	0
4930433J02Rik	0	1	0	0
4930433N12Rik	1	2	1	3
4930434B07Rik	0	0	0	0
4930434F21Rik	1	0	0	0
4930434J06Rik	0	0	0	0
4930434O05Rik	0	0	1	0
4930435C17Rik	0	0	0	0
4930435F18Rik	0	1	4	1
4930435M08Rik	0	0	0	0
4930435N07Rik	0	0	0	0
4930437M23Rik	0	0	0	0
4930438A08Rik	3	9	6	4
4930438E09Rik	0	2	0	0
4930439A04Rik	0	0	1	0
4930439D14Rik	2	7	1	0
4930440C22Rik	0	0	0	0
4930440I19Rik	0	0	0	0
4930441H08Rik	0	0	0	0
4930441J16Rik	0	0	0	0
4930442G10Rik	0	0	0	0
4930442G15Rik	0	0	0	0
4930442H23Rik	1	3	3	3
4930442J19Rik	0	0	0	0
4930442L01Rik	38	8	18	31
4930442P19Rik	0	0	0	0
4930443G03Rik	0	0	0	0
4930443O20Rik	7	10	13	6
4930444A19Rik	0	1	0	0
4930444E06Rik	0	0	1	0
4930444F02Rik	0	1	0	2
4930444G20Rik	1	1	1	4
4930444K16Rik	0	0	0	0
4930444P10Rik	2	0	1	4
4930445B16Rik	0	0	0	0
4930445E18Rik	3	1	10	9
4930445N06Rik	1	0	1	0
4930445N08Rik	0	0	0	0
4930445N18Rik	0	1	0	3
4930447A16Rik	7	2	5	0
4930447C04Rik	21	15	6	13
4930447C11Rik	0	0	0	0
4930447F04Rik	0	0	0	0
4930447F24Rik	3	1	4	2
4930447J18Rik	0	0	1	2
4930447K03Rik	1	0	2	0
4930447M23Rik	6	4	1	3
4930447N08Rik	1	0	1	2
4930448A20Rik	0	0	0	0
4930448C13Rik	0	0	0	0
4930448D08Rik	14	10	18	23
4930448E22Rik	11	9	13	8
4930448F12Rik	0	0	0	0
4930448H16Rik	0	0	0	0
4930448I06Rik	0	0	0	0
4930448I18Rik	0	0	0	0
4930448K20Rik	0	0	0	0
4930449A18Rik	0	0	0	0
4930449C09Rik	0	0	0	0
4930449E01Rik	0	0	0	0
4930449E18Rik	0	0	0	0
4930449I04Rik	3	8	4	2
4930449I24Rik	0	2	0	0
4930451E10Rik	7	7	4	6
4930451G09Rik	216	191	145	188
4930451I11Rik	33	24	34	26
4930452A19Rik	2	0	0	0
4930452B06Rik	367	183	216	205
4930452G13Rik	24	13	17	20
4930452L12Rik	8	4	5	7
4930452N14Rik	0	0	0	0
4930453C13Rik	0	0	1	1
4930453H23Rik	0	0	1	1
4930453L07Rik	9	6	19	30
4930453N24Rik	1245	992	853	987
4930453O03Rik	0	0	0	0
4930455B14Rik	2	0	0	0
4930455C13Rik	7	4	9	3
4930455G09Rik	3	1	5	1
4930455H04Rik	0	0	0	0
4930455J16Rik	1	0	1	0
4930455M05Rik	1	0	0	0
4930456G14Rik	1	0	0	0
4930456L15Rik	3	0	0	0
4930458A03Rik	0	1	3	0
4930458B22Rik	0	0	0	0
4930458D05Rik	4	1	4	0
4930458K08Rik	1	2	4	5
4930459C07Rik	2	0	1	0
4930459L07Rik	0	0	0	0
4930461C15Rik	4	0	2	2
4930461G14Rik	0	0	0	0
4930463O16Rik	0	0	0	0
4930465I24Rik	0	0	0	0
4930465K09Rik	4	3	1	0
4930465K10Rik	5	6	1	5
4930465M20Rik	0	0	0	0
4930466I24Rik	2	0	0	0
4930466K18Rik	56	63	68	59
4930467D21Rik	5	0	0	2
4930467E23Rik	0	0	0	0
4930467J12Rik	0	0	0	0
4930467K11Rik	0	0	1	1
4930469B13Rik	0	0	0	0
4930469K13Rik	9	4	10	15
4930470B04Rik	0	0	0	0
4930470G03Rik	5	1	5	1
4930470H14Rik	0	0	0	1
4930470O06Rik	0	0	0	0
4930470P17Rik	7	2	3	10
4930471C04Rik	1	0	0	0
4930471D02Rik	0	0	0	0
4930471E15Rik	0	0	0	0
4930471E19Rik	7	12	5	5
4930471G03Rik	0	0	0	0
4930471G24Rik	0	0	0	3
4930471L23Rik	0	0	0	0
4930471M09Rik	0	0	0	0
4930473A02Rik	8	19	18	15
4930473D10Rik	1	0	0	0
4930473H19Rik	1	1	0	3
4930473O22Rik	0	0	1	1
4930474B08Rik	0	0	0	0
4930474H06Rik	0	0	0	0
4930474H20Rik	0	0	0	0
4930474M22Rik	7	3	11	8
4930474N05Rik	0	0	0	0
4930474N09Rik	0	0	0	0
4930477E14Rik	0	0	0	0
4930477G07Rik	0	0	0	0
4930477N07Rik	0	1	0	0
4930477O15Rik	0	0	1	0
4930478E11Rik	0	0	0	0
4930478K11Rik	0	2	2	0
4930478L05Rik	1	1	1	1
4930478M09Rik	0	1	0	0
4930478M13Rik	16	16	6	10
4930478P22Rik	1	3	1	2
4930479D17Rik	0	0	1	1
4930479H17Rik	1	0	0	0
4930480C01Rik	1	0	0	0
4930480E11Rik	0	0	0	0
4930480G23Rik	0	0	0	1
4930480K02Rik	15	7	11	8
4930480K15Rik	0	0	0	2
4930480M12Rik	6	2	6	3
4930481A15Rik	1	0	0	3
4930481B07Rik	56	43	32	39
4930483J18Rik	5	0	3	1
4930483K19Rik	6	1	1	3
4930483O08Rik	0	0	1	1
4930483P17Rik	0	1	0	0
4930484H19Rik	2	3	3	5
4930484I04Rik	0	1	1	0
4930486F22Rik	0	0	0	0
4930486I03Rik	0	0	0	1
4930486L24Rik	1	0	1	1
4930486N12Rik	0	0	0	0
4930487D11Rik	0	0	0	0
4930488B22Rik	0	0	0	0
4930488L21Rik	2	0	5	3
4930488N15Rik	0	1	0	0
4930488N24Rik	0	0	0	0
4930500A05Rik	0	0	1	0
4930500F04Rik	0	0	0	0
4930500F10Rik	6	8	4	4
4930500H12Rik	42	23	42	30
4930500L23Rik	1	2	0	0
4930500M09Rik	0	1	0	0
4930502A04Rik	1	0	0	0
4930502C17Rik	0	0	0	0
4930502E09Rik	2	3	0	6
4930503B20Rik	0	0	0	0
4930503E14Rik	1	0	0	1
4930503E24Rik	1	0	0	0
4930503F20Rik	0	0	0	0
4930503H13Rik	0	0	0	0
4930503L19Rik	807	799	897	954
4930503O07Rik	0	0	0	3
4930504C09Rik	2	0	0	0
4930504D19Rik	0	0	0	0
4930505A04Rik	5	4	4	4
4930505G20Rik	0	0	0	0
4930505K13Rik	5	3	3	4
4930505K14Rik	0	0	0	1
4930505M18Rik	0	0	0	0
4930505N22Rik	3	3	2	5
4930505O20Rik	0	0	0	0
4930506C21Rik	16	15	17	20
4930507D05Rik	6	7	8	3
4930507D10Rik	0	0	0	0
4930509E16Rik	1	2	2	3
4930509G22Rik	10	4	6	7
4930509H03Rik	0	2	2	0
4930509J09Rik	0	0	0	0
4930509K18Rik	0	0	0	0
4930510E17Rik	0	0	1	0
4930511A02Rik	0	0	1	2
4930511E03Rik	0	0	2	0
4930511J24Rik	1	1	2	0
4930511M06Rik	7	2	28	42
4930511M18Rik	0	0	0	0
4930511O05Rik	0	0	0	0
4930512B01Rik	4	0	2	3
4930512H18Rik	4	2	10	6
4930512J16Rik	0	1	0	0
4930512M02Rik	0	0	0	0
4930512P04Rik	0	1	1	0
4930513D17Rik	0	1	1	0
4930513L16Rik	0	0	0	0
4930513N10Rik	66	71	61	79
4930513N20Rik	3	0	3	4
4930513O06Rik	0	0	0	0
4930515B02Rik	0	0	0	0
4930515G01Rik	22	20	12	24
4930515G13Rik	0	0	0	0
4930515G16Rik	0	0	0	0
4930515L19Rik	0	0	0	0
4930516B21Rik	127	123	128	111
4930516K23Rik	0	0	0	0
4930517E11Rik	0	0	0	0
4930517E14Rik	13	7	11	9
4930517G19Rik	5	2	2	1
4930517J16Rik	0	0	0	0
4930517L18Rik	0	0	0	0
4930517M08Rik	0	0	0	0
4930517O19Rik	0	0	0	0
4930518C09Rik	0	0	0	0
4930518I15Rik	30	29	29	26
4930518I17Rik	0	0	0	1
4930518J20Rik	2	5	2	1
4930518J21Rik	0	0	0	0
4930518P08Rik	0	0	0	0
4930519A11Rik	25	9	29	9
4930519D14Rik	0	0	0	0
4930519E07Rik	0	0	0	0
4930519F09Rik	0	0	0	0
4930519F16Rik	15	12	8	22
4930519F24Rik	0	0	0	0
4930519G04Rik	3	8	4	6
4930519H02Rik	0	0	0	0
4930519K11Rik	2	0	3	1
4930519L02Rik	0	0	0	1
4930519P11Rik	3	4	4	4
4930520K02Rik	0	0	0	0
4930520M14Rik	2	0	1	1
4930520O04Rik	90	62	69	72
4930520P13Rik	0	1	0	0
4930521E06Rik	0	0	1	1
4930521O17Rik	0	0	0	0
4930522H14Rik	7	7	7	7
4930522L14Rik	362	366	346	359
4930522N08Rik	0	0	0	0
4930522O17Rik	0	0	0	0
4930523C07Rik	182	274	116	174
4930523O13Rik	0	1	0	1
4930524B15Rik	15	5	8	6
4930524B17Rik	1	0	0	0
4930524C18Rik	0	0	0	0
4930524O05Rik	0	0	0	0
4930524O07Rik	9	4	1	12
4930524O08Rik	0	0	1	0
4930525C09Rik	0	0	0	0
4930525G20Rik	24	20	18	21
4930526A20Rik	23	19	13	15
4930526F13Rik	1	0	0	0
4930526H09Rik	0	0	0	0
4930526L06Rik	4	9	9	4
4930526M16Rik	0	0	0	0
4930527A07Rik	0	0	0	0
4930527B05Rik	0	0	0	0
4930527E20Rik	33	22	19	25
4930527F14Rik	4	4	4	4
4930527G23Rik	0	0	0	0
4930527J03Rik	0	2	1	0
4930528D03Rik	1	1	1	0
4930528G23Rik	0	0	0	0
4930528H21Rik	0	0	0	0
4930528J11Rik	1	0	1	0
4930528P14Rik	0	0	0	0
4930529C04Rik	0	0	0	0
4930529I22Rik	0	0	0	0
4930529K09Rik	0	0	0	0
4930529N20Rik	0	0	0	0
4930532G15Rik	1	1	4	6
4930532I03Rik	0	0	0	1
4930532M18Rik	0	0	0	0
4930533B01Rik	7	9	2	9
4930533D04Rik	0	0	0	0
4930533I22Rik	0	0	0	0
4930533K18Rik	0	0	5	0
4930533L02Rik	0	0	0	0
4930533N22Rik	0	0	0	0
4930533P14Rik	0	0	0	0
4930534D22Rik	3	2	3	1
4930534H03Rik	0	0	0	0
4930534H18Rik	1	0	0	0
4930535E02Rik	1	1	3	0
4930535F04Rik	0	0	0	0
4930535G08Rik	0	0	0	0
4930535L15Rik	1	1	0	1
4930535O05Rik	0	0	0	0
4930537H20Rik	3	1	1	1
4930538E20Rik	10	13	9	11
4930538L07Rik	1	0	0	1
4930539C22Rik	0	1	1	0
4930539J05Rik	12	12	16	18
4930539M17Rik	2	2	3	2
4930540E01Rik	0	0	0	0
4930540I17Rik	0	0	0	0
4930540M03Rik	0	0	0	0
4930540M05Rik	2	2	3	3
4930541O19Rik	0	0	0	0
4930542C12Rik	0	0	0	0
4930542C16Rik	0	0	0	0
4930542D17Rik	0	0	0	0
4930542M03Rik	7	2	0	0
4930543E12Rik	0	0	0	0
4930543I03Rik	0	0	0	0
4930543I11Rik	0	0	0	0
4930543K20Rik	0	0	0	0
4930543N07Rik	0	0	0	0
4930544D05Rik	1	0	0	1
4930544F09Rik	0	0	1	0
4930544G11Rik	3	0	2	2
4930544I03Rik	0	0	1	3
4930544L04Rik	0	0	1	0
4930544M13Rik	0	0	1	0
4930545E07Rik	0	0	0	0
4930545H06Rik	0	0	0	0
4930545L08Rik	0	0	0	0
4930545L23Rik	1	2	2	5
4930546C10Rik	0	0	1	0
4930546K05Rik	1	1	3	4
4930547E08Rik	1	0	3	2
4930547E14Rik	1	0	2	0
4930547H16Rik	0	0	0	0
4930547M16Rik	16	18	10	9
4930548G14Rik	0	0	1	0
4930548H24Rik	3	1	2	3
4930548J01Rik	1	2	1	0
4930548K13Rik	0	0	0	0
4930549C15Rik	3	0	0	2
4930549G23Rik	19	9	14	14
4930549P19Rik	0	0	0	0
4930550C14Rik	219	204	203	165
4930550C17Rik	0	0	0	0
4930550L24Rik	12	11	5	15
4930551I15Rik	0	0	0	1
4930551I23Rik	0	0	0	0
4930551L18Rik	0	1	2	0
4930551O13Rik	1	2	8	3
4930553E22Rik	0	0	0	0
4930553I04Rik	0	0	0	0
4930553I21Rik	0	0	0	0
4930553J12Rik	0	0	0	0
4930553M12Rik	0	0	1	0
4930553P18Rik	11	3	0	3
4930554C24Rik	0	0	0	0
4930554G22Rik	0	0	0	1
4930554G24Rik	0	0	0	0
4930554H23Rik	0	0	0	0
4930554I06Rik	0	0	0	0
4930555A03Rik	3	4	5	7
4930555B11Rik	0	0	0	2
4930555B12Rik	0	0	0	0
4930555F03Rik	2	2	7	0
4930555G01Rik	1	0	1	0
4930555G07Rik	0	0	0	0
4930555G21Rik	0	0	0	0
4930555K19Rik	0	0	0	0
4930555M17Rik	0	0	0	0
4930555O08Rik	0	0	0	0
4930556C24Rik	7	4	5	1
4930556G01Rik	0	0	0	0
4930556G22Rik	9	1	1	1
4930556H04Rik	1	1	0	1
4930556I23Rik	0	0	0	0
4930556J02Rik	4	0	5	4
4930556J24Rik	6	1	1	8
4930556L07Rik	10	6	6	5
4930556M19Rik	297	257	243	181
4930556N09Rik	0	1	0	0
4930556N13Rik	2	1	1	2
4930557B06Rik	0	1	0	0
4930557F08Rik	0	0	0	0
4930557F10Rik	0	0	0	0
4930557J02Rik	0	0	0	0
4930557K07Rik	25	14	11	12
4930558C23Rik	14	11	7	4
4930558F17Rik	0	0	0	0
4930558G05Rik	0	0	1	0
4930558J18Rik	49	45	49	51
4930558J22Rik	0	1	0	1
4930558K02Rik	0	1	1	0
4930558N11Rik	0	0	1	0
4930559C10Rik	0	0	0	0
4930560O18Rik	1	4	0	0
4930562A09Rik	0	0	0	0
4930562C15Rik	35	24	45	30
4930562D21Rik	1	0	0	0
4930562F07Rik	1	2	0	0
4930562F17Rik	1	0	1	2
4930563E18Rik	1	0	2	1
4930563E22Rik	29	33	43	28
4930563F08Rik	0	0	0	0
4930563H07Rik	0	1	1	0
4930563I02Rik	0	0	0	0
4930563J15Rik	2	2	5	6
4930563M21Rik	1	1	5	2
4930563N14Rik	0	0	0	0
4930564C03Rik	1	0	0	1
4930564D02Rik	0	0	0	0
4930565D16Rik	1	0	0	1
4930565N06Rik	39	22	59	39
4930566F21Rik	1	0	1	0
4930566N20Rik	0	0	0	0
4930567H12Rik	1	1	0	0
4930567H17Rik	0	0	0	0
4930567J20Rik	0	0	0	0
4930567K12Rik	0	0	0	0
4930567K20Rik	0	0	0	1
4930568A12Rik	0	0	0	0
4930568A13Rik	0	0	0	0
4930568D16Rik	0	0	2	1
4930568E12Rik	9	0	9	3
4930568G15Rik	0	0	0	0
4930569F06Rik	0	0	0	0
4930570B17Rik	0	0	0	0
4930570D08Rik	0	0	0	0
4930570E03Rik	0	0	0	0
4930570G19Rik	4	3	9	4
4930570N18Rik	0	0	0	0
4930571K23Rik	0	0	0	0
4930571N24Rik	0	0	0	0
4930572G02Rik	0	0	0	0
4930572K03Rik	0	0	0	0
4930572O03Rik	0	0	0	0
4930572O13Rik	0	0	1	1
4930573C08Rik	0	0	0	0
4930573C15Rik	0	0	0	0
4930573H18Rik	0	0	1	1
4930573I07Rik	0	0	0	0
4930577H14Rik	0	0	0	0
4930577N17Rik	42	36	26	28
4930578E11Rik	2	0	0	0
